lcsc,Assembly Type,Assembly Type Batch,Assembly Process,Min Order Qty,Attrition Qty,Special Component Fee,Component Library Type
25879,smtWeld,smtWeld,SMT,20,10,0.0,base
25882,smtWeld,smtWeld,SMT,20,10,0.0,expand
25890,smtWeld,smtWeld,SMT,20,10,0.0,base
25897,smtWeld,smtWeld,SMT,20,10,0.0,expand
25900,smtWeld,smtWeld,SMT,20,10,0.0,base
25905,smtWeld,smtWeld,SMT,20,10,0.0,base
25908,smtWeld,smtWeld,SMT,20,10,0.0,expand
25917,smtWeld,smtWeld,SMT,20,10,0.0,expand
25918,smtWeld,smtWeld,SMT,20,10,0.0,expand
25924,smtWeld,smtWeld,SMT,20,10,0.0,expand
25950,smtWeld,smtWeld,SMT,20,10,0.0,expand
25969,smtWeld,smtWeld,SMT,20,10,0.0,expand
25981,smtWeld,smtWeld,SMT,20,10,0.0,base
26010,smtWeld,smtWeld,SMT,20,10,0.0,base
26082,smtWeld,smtWeld,SMT,20,10,0.0,expand
26083,smtWeld,smtWeld,SMT,20,10,0.0,base
26108,smtWeld,smtWeld,SMT,20,10,0.0,expand
26112,smtWeld,smtWeld,SMT,20,10,0.0,expand
26113,smtWeld,smtWeld,SMT,20,10,0.0,expand
26404,smtWeld,smtWeld,SMT,20,10,0.0,expand
26860,smtWeld,smtWeld,SMT,1,0,0.0,expand
27143,smtWeld,smtWeld,SMT,20,12,0.0,expand
27147,smtWeld,smtWeld,SMT,20,10,0.0,expand
27592,smtWeld,smtWeld,SMT,20,10,0.0,expand
27834,smtWeld,smtWeld,SMT,20,10,0.0,base
28233,smtWeld,smtWeld,SMT,20,10,0.0,base
28260,smtWeld,smtWeld,SMT,5,4,0.0,base
28262,smtWeld,smtWeld,SMT,20,10,0.0,expand
28323,smtWeld,smtWeld,SMT,20,10,0.0,base
28636,smtWeld,smtWeld,SMT,20,10,0.0,base
29718,smtWeld,smtWeld,SMT,1,2,0.0,base
29823,smtWeld,smtWeld,SMT,5,8,0.0,base
29981,smtWeld,smtWeld,SMT,5,4,0.0,expand
30274,smtWeld,smtWeld,SMT,20,10,0.0,expand
31658,smtWeld,smtWeld,SMT,20,10,0.0,expand
31850,smtWeld,smtWeld,SMT,20,10,0.0,base
32078,smtWeld,smtWeld,SMT,1,0,0.0,expand
32346,smtWeld,smtWeld,SMT,1,0,0.0,base
32375,smtWeld,smtWeld,SMT,20,8,0.0,expand
32565,smtWeld,smtWeld,SMT,5,2,0.0,expand
32574,smtWeld,smtWeld,SMT,5,2,0.0,expand
32677,smtWeld,smtWeld,SMT,5,0,0.0,base
32949,smtWeld,smtWeld,SMT,20,10,0.0,base
34465,smtWeld,smtWeld,SMT,1,0,0.0,expand
34499,smtWeld,smtWeld,SMT,20,8,0.0,base
35216,smtWeld,smtWeld,SMT,5,4,0.0,expand
35722,smtWeld,smtWeld,SMT,2,0,0.0,expand
36871,smtWeld,smtWeld,SMT,20,10,0.0,expand
37474,smtWeld,smtWeld,SMT,20,10,0.0,expand
37704,smtWeld,smtWeld,SMT,10,5,0.0,expand
38523,smtWeld,smtWeld,SMT,20,10,0.0,base
39148,smtWeld,smtWeld,SMT,20,10,0.0,expand
45783,smtWeld,smtWeld,SMT,20,8,0.0,base
46219,smtWeld,smtWeld,SMT,20,10,0.0,expand
46653,smtWeld,smtWeld,SMT,20,10,0.0,base
47339,smtWeld,smtWeld,SMT,20,12,0.0,expand
49678,smtWeld,smtWeld,SMT,20,10,0.0,base
50254,smtWeld,smtWeld,SMT,5,8,0.0,base
51721,smtWeld,smtWeld,SMT,20,10,0.0,expand
52717,smtWeld,smtWeld,SMT,1,0,0.0,expand
52923,smtWeld,smtWeld,SMT,20,10,0.0,base
53134,smtWeld,smtWeld,SMT,20,10,0.0,base
53987,smtWeld,smtWeld,SMT,20,10,0.0,base
57112,smtWeld,smtWeld,SMT,20,10,0.0,base
58069,smtWeld,smtWeld,SMT,2,0,0.0,base
59461,smtWeld,smtWeld,SMT,20,10,0.0,base
61063,smtWeld,smtWeld,SMT,1,0,0.0,base
64885,smtWeld,smtWeld,SMT,15,10,0.0,expand
64886,smtWeld,smtWeld,SMT,20,8,0.0,expand
64898,smtWeld,smtWeld,SMT,20,10,0.0,base
68035,smtWeld,smtWeld,SMT,5,4,0.0,expand
68978,smtWeld,smtWeld,SMT,10,5,0.0,base
71035,smtWeld,smtWeld,SMT,1,0,0.0,base
71136,smtWeld,smtWeld,SMT,5,4,0.0,base
72038,smtWeld,smtWeld,SMT,20,8,0.0,expand
72043,smtWeld,smtWeld,SMT,5,4,0.0,expand
74192,smtWeld,smtWeld,SMT,1,0,0.0,expand
75501,smtWeld,smtWeld,SMT,5,2,0.0,expand
75510,smtWeld,smtWeld,SMT,2,0,0.0,expand
76590,smtWeld,smtWeld,SMT,20,10,0.0,expand
78395,smtWeld,smtWeld,SMT,5,2,0.0,base
79988,smtWeld,smtWeld,SMT,1,0,0.0,expand
81598,smtWeld,smtWeld,SMT,20,10,0.0,base
84256,smtWeld,smtWeld,SMT,20,10,0.0,base
85364,smtWeld,smtWeld,SMT,5,0,0.0,expand
95872,smtWeld,smtWeld,SMT,5,10,0.0,base
96123,smtWeld,smtWeld,SMT,5,4,0.0,base
96446,smtWeld,smtWeld,SMT,20,8,0.0,base
97521,smtWeld,smtWeld,SMT,1,0,0.0,base
101470,smtWeld,smtWeld,SMT,20,6,0.0,expand
102076,smtWeld,smtWeld,SMT,15,4,0.0,expand
105432,smtWeld,smtWeld,SMT,10,5,0.0,base
106900,smtWeld,smtWeld,SMT,2,0,0.0,expand
107045,smtWeld,smtWeld,SMT,20,10,0.0,expand
107110,smtWeld,smtWeld,SMT,20,12,0.0,expand
107114,smtWeld,smtWeld,SMT,20,10,0.0,expand
107115,smtWeld,smtWeld,SMT,20,12,0.0,expand
107145,smtWeld,smtWeld,SMT,20,10,0.0,base
110020,smtWeld,smtWeld,SMT,1,0,0.0,expand
112574,smtWeld,smtWeld,SMT,5,0,0.0,expand
115764,smtWeld,smtWeld,SMT,1,0,0.0,expand
115962,smtWeld,smtWeld,SMT,5,0,0.0,base
131821,smtWeld,smtWeld,SMT,20,6,0.0,expand
142300,smtWeld,smtWeld,SMT,5,0,0.0,expand
149504,smtWeld,smtWeld,SMT,20,10,0.0,base
154598,smtWeld,smtWeld,SMT,1,0,0.0,expand
156307,manualWeld,manualWeld,THT,5,0,0.0,expand
177045,smtWeld,smtWeld,SMT,5,0,0.0,expand
177086,manualWeld,manualWeld,THT,5,0,0.0,expand
179353,smtWeld,smtWeld,SMT,2,0,0.0,expand
179439,smtWeld,smtWeld,SMT,5,0,0.0,expand
179593,smtWeld,smtWeld,SMT,5,2,0.0,expand
210465,manualWeld,manualWeld,THT,2,1,0.0,expand
191023,smtWeld,smtWeld,SMT,20,10,0.0,base
220787,smtWeld,smtWeld,SMT,1,0,0.0,expand
231048,smtWeld,smtWeld,SMT,5,2,0.0,expand
233584,smtWeld,smtWeld,SMT,1,0,0.0,expand
241823,smtWeld,smtWeld,SMT,1,0,0.0,expand
255741,smtWeld,smtWeld,SMT,1,0,0.0,expand
296127,smtWeld,smtWeld,SMT,10,4,0.0,expand
307331,smtWeld,smtWeld,SMT,20,10,0.0,base
318884,smtWeld,smtWeld,SMT,10,5,0.0,base
321194,smtWeld,smtWeld,SMT,20,10,0.0,expand
322169,smtWeld,smtWeld,SMT,20,6,0.0,expand
341511,smtWeld,smtWeld,SMT,20,10,0.0,expand
358681,smtWeld,smtWeld,SMT,1,0,0.0,expand
360353,manualWeld,manualWeld,THT,2,0,0.0,expand
364310,smtWeld,smtWeld,SMT,10,5,0.0,expand
364312,smtWeld,smtWeld,SMT,10,5,0.0,expand
377773,smtWeld,smtWeld,SMT,20,8,0.0,base
380359,smtWeld,smtWeld,SMT,5,4,0.0,expand
408396,smtWeld,smtWeld,SMT,10,5,0.0,expand
412437,smtWeld,smtWeld,SMT,5,10,0.0,base
427383,smtWeld,smtWeld,SMT,5,5,0.0,expand
427390,smtWeld,smtWeld,SMT,10,5,0.0,expand
427391,smtWeld,smtWeld,SMT,10,5,0.0,expand
431710,smtWeld,smtWeld,SMT,10,5,0.0,expand
437156,smtWeld,smtWeld,SMT,20,6,0.0,expand
437564,smtWeld,smtWeld,SMT,5,2,0.0,expand
440198,smtWeld,smtWeld,SMT,5,4,0.0,base
459293,smtWeld,smtWeld,SMT,1,0,0.0,expand
460639,smtWeld,smtWeld,SMT,2,0,0.0,expand
461091,smtWeld,smtWeld,SMT,5,0,0.0,expand
463680,smtWeld,smtWeld,SMT,2,0,0.0,expand
471601,smtWeld,smtWeld,SMT,1,0,0.0,expand
474422,smtWeld,smtWeld,SMT,20,10,0.0,expand
476385,smtWeld,smtWeld,SMT,5,0,0.0,expand
484513,manualWeld,manualWeld,THT,2,2,0.0,expand
485694,smtWeld,smtWeld,SMT,1,0,0.0,expand
489243,manualWeld,manualWeld,THT,5,0,0.0,expand
497914,smtWeld,smtWeld,SMT,2,0,0.0,expand
504132,smtWeld,smtWeld,SMT,1,0,0.0,expand
507849,smtWeld,smtWeld,SMT,5,0,0.0,expand
518889,manualWeld,manualWeld,THT,2,0,0.0,expand
524645,smtWeld,smtWeld,SMT,5,2,0.0,expand
525743,smtWeld,smtWeld,SMT,2,0,0.0,expand
528626,smtWeld,smtWeld,SMT,1,0,0.0,expand
576393,smtWeld,smtWeld,SMT,5,2,0.0,expand
577364,smtWeld,smtWeld,SMT,20,8,0.0,expand
600856,smtWeld,smtWeld,SMT,1,0,0.0,expand
636034,smtWeld,smtWeld,SMT,1,0,0.0,expand
636300,smtWeld,smtWeld,SMT,1,0,0.0,expand
636421,smtWeld,smtWeld,SMT,1,0,0.0,expand
637214,smtWeld,smtWeld,SMT,1,0,0.0,expand
707255,manualWeld,manualWeld,THT,2,0,0.0,expand
719499,smtWeld,smtWeld,SMT,1,0,0.0,expand
780826,smtWeld,smtWeld,SMT,5,0,0.0,expand
780899,manualWeld,manualWeld,THT,5,0,0.0,expand
840162,manualWeld,manualWeld,THT,5,5,0.0,expand
880331,smtWeld,smtWeld,SMT,1,0,0.0,expand
880350,smtWeld,smtWeld,SMT,1,0,0.0,expand
907741,smtWeld,smtWeld,SMT,20,10,0.0,expand
913748,smtWeld,smtWeld,SMT,5,5,0.0,expand
913768,smtWeld,smtWeld,SMT,20,8,0.0,expand
965926,smtWeld,smtWeld,SMT,5,2,0.0,expand
1322360,smtWeld,smtWeld,SMT,20,12,0.0,base
1323289,smtWeld,smtWeld,SMT,5,4,0.0,expand
1884530,smtWeld,smtWeld,SMT,2,0,0.0,expand
2688588,smtWeld,smtWeld,SMT,1,0,0.0,expand
2691401,smtWeld,smtWeld,SMT,1,0,0.0,expand
2758765,smtWeld,smtWeld,SMT,20,10,0.0,expand
2760575,smtWeld,smtWeld,SMT,10,4,0.0,expand
2761708,manualWeld,manualWeld,THT,2,0,0.0,expand
2761725,manualWeld,manualWeld,THT,2,2,0.0,expand
2775047,smtWeld,smtWeld,SMT,15,4,0.0,expand
2798204,manualWeld,manualWeld,THT,1,0,0.0,expand
2803550,manualWeld,manualWeld,THT,2,1,0.0,expand
2826895,manualWeld,manualWeld,THT,1,0,0.0,expand
2827354,smtWeld,smtWeld,SMT,2,0,0.0,expand
2827387,smtWeld,smtWeld,SMT,5,2,0.0,expand
2827415,smtWeld,smtWeld,SMT,2,0,0.0,expand
2827458,manualWeld,manualWeld,THT,2,0,0.0,expand
2828435,smtWeld,smtWeld,SMT,10,4,0.0,expand
2828756,smtWeld,smtWeld,SMT,5,4,0.0,expand
2828769,smtWeld,smtWeld,SMT,5,4,0.0,expand
2829399,smtWeld,smtWeld,SMT,5,2,0.0,expand
2829400,smtWeld,smtWeld,SMT,5,2,0.0,expand
2829996,manualWeld,manualWeld,THT,2,0,0.0,expand
2830529,smtWeld,smtWeld,SMT,5,0,0.0,expand
2831458,smtWeld,smtWeld,SMT,5,0,0.0,expand
2833277,manualWeld,manualWeld,THT,5,5,0.0,expand
2837894,manualWeld,manualWeld,THT,2,0,0.0,expand
2838983,smtWeld,smtWeld,SMT,5,2,0.0,expand
2839965,smtWeld,smtWeld,SMT,2,0,0.0,expand
2841137,manualWeld,manualWeld,THT,2,0,0.0,expand
2841497,manualWeld,manualWeld,THT,2,0,0.0,expand
2841501,manualWeld,manualWeld,THT,2,0,0.0,expand
2842272,smtWeld,smtWeld,SMT,1,0,0.0,expand
2842780,smtWeld,smtWeld,SMT,5,4,0.0,expand
2843315,smtWeld,smtWeld,SMT,5,2,0.0,expand
2843464,smtWeld,smtWeld,SMT,5,2,0.0,expand
2843728,manualWeld,manualWeld,THT,2,0,0.0,expand
2844308,smtWeld,smtWeld,SMT,5,5,0.0,expand
2844384,smtWeld,smtWeld,SMT,20,6,0.0,expand
2844914,smtWeld,smtWeld,SMT,20,10,0.0,expand
2844915,manualWeld,manualWeld,THT,5,5,0.0,expand
2844916,manualWeld,manualWeld,THT,5,5,0.0,expand
2845202,smtWeld,smtWeld,SMT,5,5,0.0,expand
2847017,smtWeld,smtWeld,SMT,10,4,0.0,expand
2847087,manualWeld,manualWeld,THT,5,5,0.0,expand
2847095,smtWeld,smtWeld,SMT,20,10,0.0,expand
2847100,manualWeld,manualWeld,THT,5,5,0.0,expand
2847592,smtWeld,smtWeld,SMT,5,0,0.0,expand
2848658,manualWeld,manualWeld,THT,2,0,0.0,expand
2848660,manualWeld,manualWeld,THT,2,0,0.0,expand
2848678,smtWeld,smtWeld,SMT,5,2,0.0,expand
2849465,smtWeld,smtWeld,SMT,5,2,0.0,expand
2857161,smtWeld,smtWeld,SMT,1,0,0.0,expand
2857871,smtWeld,smtWeld,SMT,2,0,0.0,expand
2857994,smtWeld,smtWeld,SMT,20,6,0.0,expand
2858862,smtWeld,smtWeld,SMT,1,0,0.0,expand
2859537,manualWeld,manualWeld,THT,1,0,0.0,expand
2874045,manualWeld,manualWeld,THT,5,0,0.0,expand
2874047,manualWeld,manualWeld,THT,5,0,0.0,expand
2875244,smtWeld,smtWeld,SMT,5,2,0.0,expand
2875374,manualWeld,manualWeld,THT,2,0,0.0,expand
2875376,manualWeld,manualWeld,THT,2,0,0.0,expand
2875379,manualWeld,manualWeld,THT,2,0,0.0,expand
2875380,manualWeld,manualWeld,THT,2,0,0.0,expand
2875615,smtWeld,smtWeld,SMT,5,2,0.0,expand
2875675,smtWeld,smtWeld,SMT,2,0,0.0,expand
2880035,smtWeld,smtWeld,SMT,5,2,0.0,expand
2885075,manualWeld,manualWeld,THT,2,0,0.0,expand
2886026,smtWeld,smtWeld,SMT,5,4,0.0,expand
2886301,manualWeld,manualWeld,THT,5,5,0.0,expand
2886720,manualWeld,manualWeld,THT,2,1,0.0,expand
2887192,manualWeld,manualWeld,THT,2,0,0.0,expand
2887205,manualWeld,manualWeld,THT,2,0,0.0,expand
2891286,manualWeld,manualWeld,THT,2,0,0.0,expand
2891308,smtWeld,smtWeld,SMT,5,2,0.0,expand
2891786,smtWeld,smtWeld,SMT,15,4,0.0,expand
2891869,manualWeld,manualWeld,THT,5,5,0.0,expand
2892573,smtWeld,smtWeld,SMT,20,6,0.0,expand
2892662,smtWeld,smtWeld,SMT,5,2,0.0,expand
2892323,smtWeld,smtWeld,SMT,15,4,0.0,expand
2893246,manualWeld,manualWeld,THT,2,0,0.0,expand
2895080,manualWeld,manualWeld,THT,2,0,0.0,expand
2895790,manualWeld,manualWeld,THT,2,0,0.0,expand
2895820,manualWeld,manualWeld,THT,2,0,0.0,expand
2896029,manualWeld,manualWeld,THT,2,2,0.0,expand
2896031,manualWeld,manualWeld,THT,2,2,0.0,expand
2896032,manualWeld,manualWeld,THT,2,2,0.0,expand
2896034,manualWeld,manualWeld,THT,5,5,0.0,expand
2896045,manualWeld,manualWeld,THT,2,2,0.0,expand
2896105,manualWeld,manualWeld,THT,5,5,0.0,expand
2896106,manualWeld,manualWeld,THT,2,0,0.0,expand
2896116,manualWeld,manualWeld,THT,2,0,0.0,expand
2896120,manualWeld,manualWeld,THT,2,0,0.0,expand
2896122,manualWeld,manualWeld,THT,2,2,0.0,expand
2896123,manualWeld,manualWeld,THT,2,2,0.0,expand
2896177,manualWeld,manualWeld,THT,2,2,0.0,expand
2896182,manualWeld,manualWeld,THT,2,2,0.0,expand
2896196,manualWeld,manualWeld,THT,2,1,0.0,expand
2896199,manualWeld,manualWeld,THT,2,1,0.0,expand
2896222,manualWeld,manualWeld,THT,2,0,0.0,expand
2896227,manualWeld,manualWeld,THT,2,0,0.0,expand
2896252,manualWeld,manualWeld,THT,2,0,0.0,expand
2896255,manualWeld,manualWeld,THT,2,0,0.0,expand
2896257,manualWeld,manualWeld,THT,5,5,0.0,expand
2896259,manualWeld,manualWeld,THT,5,5,0.0,expand
2896260,manualWeld,manualWeld,THT,2,0,0.0,expand
2896262,manualWeld,manualWeld,THT,2,0,0.0,expand
2896327,manualWeld,manualWeld,THT,2,1,0.0,expand
2896328,manualWeld,manualWeld,THT,5,5,0.0,expand
2896329,manualWeld,manualWeld,THT,5,5,0.0,expand
2896336,manualWeld,manualWeld,THT,2,1,0.0,expand
2896353,manualWeld,manualWeld,THT,2,1,0.0,expand
2896365,manualWeld,manualWeld,THT,2,1,0.0,expand
2896385,manualWeld,manualWeld,THT,5,5,0.0,expand
2896387,manualWeld,manualWeld,THT,2,0,0.0,expand
2896388,manualWeld,manualWeld,THT,2,0,0.0,expand
2896390,manualWeld,manualWeld,THT,2,0,0.0,expand
2896397,manualWeld,manualWeld,THT,5,5,0.0,expand
2896489,manualWeld,manualWeld,THT,2,2,0.0,expand
2896508,manualWeld,manualWeld,THT,2,1,0.0,expand
2896509,manualWeld,manualWeld,THT,2,1,0.0,expand
2896510,manualWeld,manualWeld,THT,5,5,0.0,expand
2896512,manualWeld,manualWeld,THT,5,5,0.0,expand
2896513,manualWeld,manualWeld,THT,5,5,0.0,expand
2896514,manualWeld,manualWeld,THT,2,1,0.0,expand
2896541,manualWeld,manualWeld,THT,2,0,0.0,expand
2898363,smtWeld,smtWeld,SMT,15,4,0.0,expand
2898651,manualWeld,manualWeld,THT,2,0,0.0,expand
2898685,smtWeld,smtWeld,SMT,10,4,0.0,expand
2898934,smtWeld,smtWeld,SMT,2,0,0.0,expand
2901344,smtWeld,smtWeld,SMT,2,0,0.0,expand
2903680,smtWeld,smtWeld,SMT,20,10,0.0,expand
2903906,smtWeld,smtWeld,SMT,20,6,0.0,expand
2903907,smtWeld,smtWeld,SMT,15,4,0.0,expand
2903912,smtWeld,smtWeld,SMT,15,4,0.0,expand
2903950,smtWeld,smtWeld,SMT,5,2,0.0,expand
2906867,smtWeld,smtWeld,SMT,20,10,0.0,expand
2906941,smtWeld,smtWeld,SMT,20,10,0.0,expand
2907046,smtWeld,smtWeld,SMT,20,6,0.0,expand
2907560,smtWeld,smtWeld,SMT,5,2,0.0,expand
2908833,smtWeld,smtWeld,SMT,5,0,0.0,expand
2914779,manualWeld,manualWeld,THT,2,0,0.0,expand
2917883,smtWeld,smtWeld,SMT,2,0,0.0,expand
2919195,manualWeld,manualWeld,THT,2,0,0.0,expand
2919213,manualWeld,manualWeld,THT,2,0,0.0,expand
2919214,manualWeld,manualWeld,THT,2,0,0.0,expand
2919216,manualWeld,manualWeld,THT,5,5,0.0,expand
2919217,manualWeld,manualWeld,THT,5,5,0.0,expand
2919233,manualWeld,manualWeld,THT,5,5,0.0,expand
2919236,manualWeld,manualWeld,THT,2,0,0.0,expand
2919238,manualWeld,manualWeld,THT,2,0,0.0,expand
2919298,manualWeld,manualWeld,THT,2,0,0.0,expand
2919311,manualWeld,manualWeld,THT,2,0,0.0,expand
2919314,manualWeld,manualWeld,THT,2,0,0.0,expand
2919318,manualWeld,manualWeld,THT,2,0,0.0,expand
2919344,manualWeld,manualWeld,THT,2,0,0.0,expand
2919348,manualWeld,manualWeld,THT,2,0,0.0,expand
2919361,manualWeld,manualWeld,THT,2,0,0.0,expand
2919363,manualWeld,manualWeld,THT,2,0,0.0,expand
2919380,manualWeld,manualWeld,THT,2,0,0.0,expand
2919388,manualWeld,manualWeld,THT,5,5,0.0,expand
2919408,manualWeld,manualWeld,THT,2,0,0.0,expand
2919410,manualWeld,manualWeld,THT,5,5,0.0,expand
2919429,manualWeld,manualWeld,THT,5,5,0.0,expand
2919430,manualWeld,manualWeld,THT,5,0,0.0,expand
2919431,manualWeld,manualWeld,THT,5,0,0.0,expand
2919432,manualWeld,manualWeld,THT,5,5,0.0,expand
2919433,manualWeld,manualWeld,THT,5,5,0.0,expand
2919435,manualWeld,manualWeld,THT,2,0,0.0,expand
2919440,manualWeld,manualWeld,THT,5,5,0.0,expand
2919446,manualWeld,manualWeld,THT,5,5,0.0,expand
2919662,manualWeld,manualWeld,THT,2,0,0.0,expand
2919736,smtWeld,smtWeld,SMT,15,4,0.0,expand
2922161,manualWeld,manualWeld,THT,5,0,0.0,expand
2922170,smtWeld,smtWeld,SMT,15,4,0.0,expand
2922174,smtWeld,smtWeld,SMT,5,2,0.0,expand
2922180,smtWeld,smtWeld,SMT,15,4,0.0,expand
2922181,smtWeld,smtWeld,SMT,5,2,0.0,expand
2922182,smtWeld,smtWeld,SMT,5,2,0.0,expand
2922183,smtWeld,smtWeld,SMT,5,2,0.0,expand
2922789,smtWeld,smtWeld,SMT,5,2,0.0,expand
2923784,manualWeld,manualWeld,THT,5,5,0.0,expand
2923844,manualWeld,manualWeld,THT,2,0,0.0,expand
2924827,smtWeld,smtWeld,SMT,2,0,0.0,expand
2924957,smtWeld,smtWeld,SMT,5,4,0.0,expand
2925441,smtWeld,smtWeld,SMT,5,4,0.0,expand
2925443,smtWeld,smtWeld,SMT,5,8,0.0,expand
2925451,smtWeld,smtWeld,SMT,5,4,0.0,expand
2926148,smtWeld,smtWeld,SMT,10,4,0.0,expand
2927596,smtWeld,smtWeld,SMT,2,0,0.0,expand
2929991,smtWeld,smtWeld,SMT,20,10,0.0,expand
2929995,smtWeld,smtWeld,SMT,20,10,0.0,expand
2930002,smtWeld,smtWeld,SMT,20,10,0.0,expand
2930016,smtWeld,smtWeld,SMT,20,6,0.0,expand
2930023,smtWeld,smtWeld,SMT,20,6,0.0,expand
2930082,smtWeld,smtWeld,SMT,20,6,0.0,expand
2930112,smtWeld,smtWeld,SMT,20,6,0.0,expand
2930114,smtWeld,smtWeld,SMT,20,6,0.0,expand
2930116,smtWeld,smtWeld,SMT,20,6,0.0,expand
2930221,smtWeld,smtWeld,SMT,20,6,0.0,expand
2930272,smtWeld,smtWeld,SMT,20,6,0.0,expand
2930384,smtWeld,smtWeld,SMT,15,4,0.0,expand
2930429,smtWeld,smtWeld,SMT,15,4,0.0,expand
2932743,smtWeld,smtWeld,SMT,15,4,0.0,expand
2932754,smtWeld,smtWeld,SMT,15,4,0.0,expand
2932771,smtWeld,smtWeld,SMT,20,6,0.0,expand
2933370,smtWeld,smtWeld,SMT,20,6,0.0,expand
2933384,smtWeld,smtWeld,SMT,20,6,0.0,expand
2933461,smtWeld,smtWeld,SMT,20,6,0.0,expand
2933499,smtWeld,smtWeld,SMT,20,6,0.0,expand
2933675,smtWeld,smtWeld,SMT,15,4,0.0,expand
2934341,smtWeld,smtWeld,SMT,5,2,0.0,expand
2934388,smtWeld,smtWeld,SMT,15,4,0.0,expand
2934850,smtWeld,smtWeld,SMT,10,4,0.0,expand
2935077,smtWeld,smtWeld,SMT,20,10,0.0,expand
2935146,smtWeld,smtWeld,SMT,5,2,0.0,expand
2935357,manualWeld,manualWeld,THT,2,0,0.0,expand
2935551,smtWeld,smtWeld,SMT,5,0,0.0,expand
2935615,smtWeld,smtWeld,SMT,5,0,0.0,expand
2936159,smtWeld,smtWeld,SMT,2,0,0.0,expand
2936988,smtWeld,smtWeld,SMT,5,4,0.0,expand
2937527,manualWeld,manualWeld,THT,2,0,0.0,expand
2939935,manualWeld,manualWeld,THT,1,0,0.0,expand
2943729,manualWeld,manualWeld,THT,2,0,0.0,expand
2943867,smtWeld,smtWeld,SMT,5,1,0.0,expand
2947443,smtWeld,smtWeld,SMT,1,0,0.0,expand
2960604,manualWeld,manualWeld,THT,5,5,0.0,expand
2961329,smtWeld,smtWeld,SMT,2,0,0.0,expand
2961921,smtWeld,smtWeld,SMT,1,0,0.0,expand
2962896,smtWeld,smtWeld,SMT,2,0,0.0,expand
2972651,manualWeld,manualWeld,THT,2,0,0.0,expand
2974934,manualWeld,manualWeld,THT,2,0,0.0,expand
2975359,smtWeld,smtWeld,SMT,5,1,0.0,expand
2975471,smtWeld,smtWeld,SMT,5,4,0.0,expand
2976576,smtWeld,smtWeld,SMT,1,0,0.0,expand
2976635,manualWeld,manualWeld,THT,2,2,0.0,expand
2976636,manualWeld,manualWeld,THT,2,2,0.0,expand
2977778,smtWeld,smtWeld,SMT,5,4,0.0,expand
2979167,manualWeld,manualWeld,THT,2,0,0.0,expand
2979698,manualWeld,manualWeld,THT,2,0,0.0,expand
2981674,smtWeld,smtWeld,SMT,5,4,0.0,expand
2981774,manualWeld,manualWeld,THT,2,0,0.0,expand
2982529,manualWeld,manualWeld,THT,2,0,0.0,expand
2983084,smtWeld,smtWeld,SMT,2,0,0.0,expand
2983323,smtWeld,smtWeld,SMT,2,1,0.0,expand
2985711,manualWeld,manualWeld,THT,5,5,0.0,expand
2986112,smtWeld,smtWeld,SMT,15,4,0.0,expand
2986164,manualWeld,manualWeld,THT,2,1,0.0,expand
2986199,smtWeld,smtWeld,SMT,5,2,0.0,expand
2987356,manualWeld,manualWeld,THT,2,0,0.0,expand
2990124,smtWeld,smtWeld,SMT,2,1,0.0,expand
2990261,smtWeld,smtWeld,SMT,2,0,0.0,expand
2990414,smtWeld,smtWeld,SMT,2,0,0.0,expand
2990416,smtWeld,smtWeld,SMT,2,0,0.0,expand
2990473,smtWeld,smtWeld,SMT,15,8,0.0,expand
2990493,smtWeld,smtWeld,SMT,15,5,0.0,expand
2990917,manualWeld,manualWeld,THT,2,0,0.0,expand
2991058,manualWeld,manualWeld,THT,2,0,0.0,expand
2991080,manualWeld,manualWeld,THT,2,0,0.0,expand
2991336,smtWeld,smtWeld,SMT,20,6,0.0,expand
2991347,smtWeld,smtWeld,SMT,20,6,0.0,expand
2991405,smtWeld,smtWeld,SMT,20,6,0.0,expand
2991699,smtWeld,smtWeld,SMT,5,4,0.0,expand
2992088,manualWeld,manualWeld,THT,2,2,0.0,expand
2992099,smtWeld,smtWeld,SMT,5,2,0.0,expand
2997462,manualWeld,manualWeld,THT,1,0,0.0,expand
2998107,smtWeld,smtWeld,SMT,20,6,0.0,expand
2999518,smtWeld,smtWeld,SMT,5,2,0.0,expand
2999529,smtWeld,smtWeld,SMT,5,2,0.0,expand
2999735,smtWeld,smtWeld,SMT,2,0,0.0,expand
3000843,manualWeld,manualWeld,THT,5,5,0.0,expand
3001945,smtWeld,smtWeld,SMT,20,6,0.0,expand
3003234,manualWeld,manualWeld,THT,2,1,0.0,expand
3007649,smtWeld,smtWeld,SMT,5,0,0.0,expand
3007708,smtWeld,smtWeld,SMT,2,0,0.0,expand
3008058,smtWeld,smtWeld,SMT,5,2,0.0,expand
3008224,manualWeld,manualWeld,THT,2,0,0.0,expand
3008226,manualWeld,manualWeld,THT,2,0,0.0,expand
3008229,manualWeld,manualWeld,THT,2,0,0.0,expand
3008278,manualWeld,manualWeld,THT,2,0,0.0,expand
3008294,manualWeld,manualWeld,THT,5,5,0.0,expand
3008295,manualWeld,manualWeld,THT,2,0,0.0,expand
3008298,manualWeld,manualWeld,THT,5,5,0.0,expand
3013473,smtWeld,smtWeld,SMT,5,0,0.0,expand
3015179,smtWeld,smtWeld,SMT,15,4,0.0,expand
3015222,smtWeld,smtWeld,SMT,15,4,0.0,expand
3015599,manualWeld,manualWeld,THT,2,0,0.0,expand
